id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_055654,Protein,phospholipid phosphatase-related protein type 4 isoform 1,NCBI:RefSeq,NP_055654.3,715,RefSeq,MANE Select,NM_014839.5,ENST00000370185.9,ENSP00000359204.4
NCBIProtein:NP_055655,Protein,NUAK family SNF1-like kinase 1,NCBI:RefSeq,NP_055655.1,661,RefSeq,MANE Select,NM_014840.3,ENST00000261402.7,ENSP00000261402.2
NCBIProtein:NP_001229721,Protein,clathrin coat assembly protein AP180 isoform a,NCBI:RefSeq,NP_001229721.1,907,RefSeq,MANE Select,NM_001242792.2,ENST00000369694.7,ENSP00000358708.2
NCBIProtein:NP_055660,Protein,polyphosphoinositide phosphatase,NCBI:RefSeq,NP_055660.1,907,RefSeq,MANE Select,NM_014845.6,ENST00000230124.8,ENSP00000230124.4
NCBIProtein:NP_006030,Protein,C-type mannose receptor 2 precursor,NCBI:RefSeq,NP_006030.2,1479,RefSeq,MANE Select,NM_006039.5,ENST00000303375.10,ENSP00000307513.5
NCBIProtein:NP_055666,Protein,kelch-like protein 21 isoform 1,NCBI:RefSeq,NP_055666.2,597,RefSeq,MANE Select,NM_014851.4,ENST00000377658.8,ENSP00000366886.4
NCBIProtein:NP_055673,Protein,transmembrane and coiled-coil domains protein 2 isoform 1,NCBI:RefSeq,NP_055673.2,709,RefSeq,MANE Select,NM_014858.4,ENST00000358024.8,ENSP00000350718.3
NCBIProtein:NP_055674,Protein,rho GTPase-activating protein 44 isoform 1,NCBI:RefSeq,NP_055674.4,818,RefSeq,MANE Select,NM_014859.6,ENST00000379672.10,ENSP00000368994.5
NCBIProtein:NP_055676,Protein,calcium-transporting ATPase type 2C member 2 isoform 2,NCBI:RefSeq,NP_055676.3,946,RefSeq,MANE Select,NM_014861.4,ENST00000262429.9,ENSP00000262429.4
NCBIProtein:NP_055677,Protein,aryl hydrocarbon receptor nuclear translocator 2,NCBI:RefSeq,NP_055677.3,717,RefSeq,MANE Select,NM_014862.4,ENST00000303329.9,ENSP00000307479.4
NCBIProtein:NP_055679,Protein,glycosaminoglycan xylosylkinase,NCBI:RefSeq,NP_055679.1,409,RefSeq,MANE Select,NM_014864.4,ENST00000263733.5,ENSP00000263733.4
NCBIProtein:NP_001127854,Protein,IQ motif and SEC7 domain-containing protein 1 isoform a,NCBI:RefSeq,NP_001127854.1,1114,RefSeq,MANE Select,NM_001134382.3,ENST00000613206.2,ENSP00000480301.1
NCBIProtein:NP_055688,Protein,acyl-CoA:lysophosphatidylglycerol acyltransferase 1 isoform 1,NCBI:RefSeq,NP_055688.1,370,RefSeq,MANE Select,NM_014873.3,ENST00000366997.9,ENSP00000355964.4
NCBIProtein:NP_055689,Protein,mitofusin-2,NCBI:RefSeq,NP_055689.1,757,RefSeq,MANE Select,NM_014874.4,ENST00000235329.10,ENSP00000235329.5
NCBIProtein:NP_055690,Protein,kinesin-like protein KIF14 isoform 1,NCBI:RefSeq,NP_055690.1,1648,RefSeq,MANE Select,NM_014875.3,ENST00000367350.5,ENSP00000356319.4
NCBIProtein:NP_055692,Protein,ATP-dependent RNA helicase with zinc finger domain isoform 1,NCBI:RefSeq,NP_055692.3,1942,RefSeq,MANE Select,NM_014877.4,ENST00000358691.10,ENSP00000351524.5
NCBIProtein:NP_055695,Protein,CD302 antigen isoform 1 precursor,NCBI:RefSeq,NP_055695.2,232,RefSeq,MANE Select,NM_014880.5,ENST00000259053.6,ENSP00000259053.4
NCBIProtein:NP_005098,Protein,"nuclease EXOG, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_005098.2,368,RefSeq,MANE Select,NM_005107.4,ENST00000287675.10,ENSP00000287675.5
NCBIProtein:NP_005099,Protein,xylulose kinase isoform 2,NCBI:RefSeq,NP_005099.2,536,RefSeq,MANE Select,NM_005108.4,ENST00000207870.8,ENSP00000207870.3
NCBIProtein:NP_005100,Protein,serine/threonine-protein kinase OSR1,NCBI:RefSeq,NP_005100.1,527,RefSeq,MANE Select,NM_005109.3,ENST00000311806.8,ENSP00000311713.3
NCBIProtein:NP_005101,Protein,glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,NCBI:RefSeq,NP_005101.1,682,RefSeq,MANE Select,NM_005110.4,ENST00000253778.13,ENSP00000253778.8
NCBIProtein:NP_001239007,Protein,ubiquitin carboxyl-terminal hydrolase 15 isoform 1,NCBI:RefSeq,NP_001239007.1,981,RefSeq,MANE Select,NM_001252078.2,ENST00000280377.10,ENSP00000280377.5
NCBIProtein:NP_005107,Protein,solute carrier family 23 member 2,NCBI:RefSeq,NP_005107.4,650,RefSeq,MANE Select,NM_005116.6,ENST00000338244.6,ENSP00000344322.1
NCBIProtein:NP_005838,Protein,solute carrier family 23 member 1 isoform a,NCBI:RefSeq,NP_005838.3,598,RefSeq,MANE Select,NM_005847.5,ENST00000348729.8,ENSP00000302701.4
NCBIProtein:NP_005108,Protein,fibroblast growth factor 19 precursor,NCBI:RefSeq,NP_005108.1,216,RefSeq,MANE Select,NM_005117.3,ENST00000294312.4,ENSP00000294312.3
NCBIProtein:NP_005110,Protein,thyroid hormone receptor-associated protein 3 isoform 1,NCBI:RefSeq,NP_005110.2,955,RefSeq,MANE Select,NM_005119.4,ENST00000354618.10,ENSP00000346634.5
NCBIProtein:NP_005112,Protein,mediator of RNA polymerase II transcription subunit 13,NCBI:RefSeq,NP_005112.2,2174,RefSeq,MANE Select,NM_005121.3,ENST00000397786.7,ENSP00000380888.2
NCBIProtein:NP_005116,Protein,copper chaperone for superoxide dismutase,NCBI:RefSeq,NP_005116.1,274,RefSeq,MANE Select,NM_005125.2,ENST00000533244.6,ENSP00000436318.1
NCBIProtein:NP_005117,Protein,nuclear receptor subfamily 1 group D member 2 isoform 1,NCBI:RefSeq,NP_005117.3,579,RefSeq,MANE Select,NM_005126.5,ENST00000312521.9,ENSP00000310006.3
NCBIProtein:NP_005118,Protein,C-type lectin domain family 2 member B,NCBI:RefSeq,NP_005118.2,149,RefSeq,MANE Select,NM_005127.3,ENST00000228438.3,ENSP00000228438.2
NCBIProtein:NP_055063,Protein,E3 ubiquitin-protein ligase RBX1,NCBI:RefSeq,NP_055063.1,108,RefSeq,MANE Select,NM_014248.4,ENST00000216225.9,ENSP00000216225.8
NCBIProtein:NP_001352017,Protein,solute carrier family 12 member 6 isoform a,NCBI:RefSeq,NP_001352017.1,1150,RefSeq,MANE Select,NM_001365088.1,ENST00000354181.8,ENSP00000346112.3
NCBIProtein:NP_751951,Protein,potassium voltage-gated channel subfamily E member 2,NCBI:RefSeq,NP_751951.1,123,RefSeq,MANE Select,NM_172201.2,ENST00000290310.4,ENSP00000290310.2
NCBIProtein:NP_005128,Protein,integral membrane protein DGCR2/IDD isoform 1 precursor,NCBI:RefSeq,NP_005128.1,550,RefSeq,MANE Select,NM_005137.3,ENST00000263196.12,ENSP00000263196.7
NCBIProtein:NP_001131139,Protein,CASP8-associated protein 2,NCBI:RefSeq,NP_001131139.1,1982,RefSeq,MANE Select,NM_001137667.2,ENST00000671703.3,ENSP00000518371.1
NCBIProtein:NP_005129,Protein,cytochrome c oxidase assembly factor SCO2 precursor,NCBI:RefSeq,NP_005129.2,266,RefSeq,MANE Select,NM_005138.3,ENST00000395693.8,ENSP00000379046.4
NCBIProtein:NP_005460,Protein,acyl-coenzyme A thioesterase 8,NCBI:RefSeq,NP_005460.2,319,RefSeq,MANE Select,NM_005469.4,ENST00000217455.9,ENSP00000217455.4
NCBIProtein:NP_005462,Protein,glucosamine-6-phosphate deaminase 1,NCBI:RefSeq,NP_005462.1,289,RefSeq,MANE Select,NM_005471.5,ENST00000311337.11,ENSP00000311876.6
NCBIProtein:NP_005463,Protein,potassium voltage-gated channel subfamily E member 3,NCBI:RefSeq,NP_005463.1,103,RefSeq,MANE Select,NM_005472.5,ENST00000310128.9,ENSP00000310557.4
NCBIProtein:NP_006035,Protein,protein deacetylase HDAC6 isoform b,NCBI:RefSeq,NP_006035.2,1215,RefSeq,MANE Select,NM_006044.4,ENST00000334136.11,ENSP00000334061.5
NCBIProtein:NP_005465,Protein,histone deacetylase 5 isoform 1,NCBI:RefSeq,NP_005465.2,1122,RefSeq,MANE Select,NM_005474.5,ENST00000682912.1,ENSP00000507606.1
NCBIProtein:NP_065129,Protein,bcl-2-like protein 10 isoform 2,NCBI:RefSeq,NP_065129.1,204,RefSeq,MANE Select,NM_020396.4,ENST00000260442.3,ENSP00000260442.3
NCBIProtein:NP_619527,Protein,bcl-2-like protein 11 isoform 1,NCBI:RefSeq,NP_619527.1,198,RefSeq,MANE Select,NM_138621.5,ENST00000393256.8,ENSP00000376943.2
NCBIProtein:NP_005467,Protein,bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase isoform 2,NCBI:RefSeq,NP_005467.1,722,RefSeq,MANE Select,NM_005476.7,ENST00000642385.2,ENSP00000494141.2
NCBIProtein:NP_001036083,Protein,poly [ADP-ribose] polymerase 2 isoform 2,NCBI:RefSeq,NP_001036083.1,570,RefSeq,MANE Select,NM_001042618.2,ENST00000429687.8,ENSP00000392972.3
NCBIProtein:NP_001003931,Protein,protein mono-ADP-ribosyltransferase PARP3 isoform a,NCBI:RefSeq,NP_001003931.4,533,RefSeq,MANE Select,NM_001003931.4,ENST00000398755.8,ENSP00000381740.4
NCBIProtein:NP_005482,Protein,mastermind-like domain-containing protein 1 isoform 2,NCBI:RefSeq,NP_005482.2,774,RefSeq,MANE Select,NM_005491.5,ENST00000370401.7,ENSP00000359428.2
NCBIProtein:NP_005484,Protein,ran-binding protein 9,NCBI:RefSeq,NP_005484.2,729,RefSeq,MANE Select,NM_005493.3,ENST00000011619.6,ENSP00000011619.3
NCBIProtein:NP_005486,Protein,probable small intestine urate exporter isoform a,NCBI:RefSeq,NP_005486.1,497,RefSeq,MANE Select,NM_005495.3,ENST00000377905.9,ENSP00000367137.4
NCBIProtein:NP_001002800,Protein,structural maintenance of chromosomes protein 4 isoform 1,NCBI:RefSeq,NP_001002800.1,1288,RefSeq,MANE Select,NM_001002800.3,ENST00000357388.8,ENSP00000349961.3
NCBIProtein:NP_005490,Protein,SUMO-activating enzyme subunit 2 isoform 1,NCBI:RefSeq,NP_005490.1,640,RefSeq,MANE Select,NM_005499.3,ENST00000246548.9,ENSP00000246548.3
NCBIProtein:NP_005491,Protein,SUMO-activating enzyme subunit 1 isoform a,NCBI:RefSeq,NP_005491.1,346,RefSeq,MANE Select,NM_005500.3,ENST00000270225.12,ENSP00000270225.6
NCBIProtein:NP_005679,Protein,ATP-binding cassette sub-family C member 5 isoform 1,NCBI:RefSeq,NP_005679.2,1437,RefSeq,MANE Select,NM_005688.4,ENST00000334444.11,ENSP00000333926.6
NCBIProtein:NP_005680,Protein,ATP-binding cassette sub-family B member 6 isoform 1,NCBI:RefSeq,NP_005680.1,842,RefSeq,MANE Select,NM_005689.4,ENST00000265316.9,ENSP00000265316.3
NCBIProtein:NP_036192,Protein,dynamin-1-like protein isoform 1,NCBI:RefSeq,NP_036192.2,736,RefSeq,MANE Select,NM_012062.5,ENST00000549701.6,ENSP00000450399.1
NCBIProtein:NP_064693,Protein,ATP-binding cassette sub-family C member 9 isoform SUR2B,NCBI:RefSeq,NP_064693.2,1549,RefSeq,MANE Select,NM_020297.4,ENST00000261200.9,ENSP00000261200.4
NCBIProtein:NP_009120,Protein,ATP-binding cassette sub-family F member 2,NCBI:RefSeq,NP_009120.1,623,RefSeq,MANE Select,NM_007189.3,ENST00000287844.7,ENSP00000287844.2
NCBIProtein:NP_005684,Protein,oxysterols receptor LXR-alpha isoform 1,NCBI:RefSeq,NP_005684.2,447,RefSeq,MANE Select,NM_005693.4,ENST00000441012.7,ENSP00000387946.2
NCBIProtein:NP_005685,Protein,cytochrome c oxidase copper chaperone isoform b,NCBI:RefSeq,NP_005685.1,63,RefSeq,MANE Select,NM_005694.2,ENST00000261070.7,ENSP00000261070.2
NCBIProtein:NP_113584,Protein,E3 ubiquitin-protein ligase HUWE1 isoform 1,NCBI:RefSeq,NP_113584.3,4374,RefSeq,MANE Select,NM_031407.7,ENST00000262854.11,ENSP00000262854.6
NCBIProtein:NP_006036,Protein,probable phospholipid-transporting ATPase IIA,NCBI:RefSeq,NP_006036.1,1047,RefSeq,MANE Select,NM_006045.3,ENST00000338821.6,ENSP00000342481.5
NCBIProtein:NP_001365958,Protein,ceramide transfer protein isoform 1,NCBI:RefSeq,NP_001365958.1,624,RefSeq,MANE Select,NM_001379029.1,ENST00000643780.2,ENSP00000495760.1
NCBIProtein:NP_005712,Protein,actin-related protein 3 isoform 1,NCBI:RefSeq,NP_005712.1,418,RefSeq,MANE Select,NM_005721.5,ENST00000263238.7,ENSP00000263238.2
NCBIProtein:NP_005713,Protein,actin-related protein 2 isoform b,NCBI:RefSeq,NP_005713.1,394,RefSeq,MANE Select,NM_005722.4,ENST00000260641.10,ENSP00000260641.5
NCBIProtein:NP_036357,Protein,cytosolic Fe-S cluster assembly factor NUBP2 isoform 1,NCBI:RefSeq,NP_036357.1,271,RefSeq,MANE Select,NM_012225.4,ENST00000262302.14,ENSP00000262302.9
NCBIProtein:NP_005717,Protein,"elongation factor Ts, mitochondrial isoform 2 precursor",NCBI:RefSeq,NP_005717.3,325,RefSeq,MANE Select,NM_005726.6,ENST00000652027.2,ENSP00000499171.2
NCBIProtein:NP_005720,Protein,"peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor",NCBI:RefSeq,NP_005720.1,207,RefSeq,MANE Select,NM_005729.4,ENST00000225174.8,ENSP00000225174.3
NCBIProtein:NP_733794,Protein,serine/threonine-protein kinase Sgk2,NCBI:RefSeq,NP_733794.1,367,RefSeq,MANE Select,NM_170693.3,ENST00000373100.7,ENSP00000362192.1
NCBIProtein:NP_005723,Protein,DNA repair protein RAD50,NCBI:RefSeq,NP_005723.2,1312,RefSeq,MANE Select,NM_005732.4,ENST00000378823.8,ENSP00000368100.4
NCBIProtein:NP_005724,Protein,kinesin-like protein KIF20A,NCBI:RefSeq,NP_005724.1,890,RefSeq,MANE Select,NM_005733.3,ENST00000394894.8,ENSP00000378356.3
NCBIProtein:NP_005725,Protein,homeodomain-interacting protein kinase 3 isoform 1,NCBI:RefSeq,NP_005725.3,1215,RefSeq,MANE Select,NM_005734.5,ENST00000303296.9,ENSP00000304226.4
NCBIProtein:NP_056137,Protein,protein fem-1 homolog B,NCBI:RefSeq,NP_056137.1,627,RefSeq,MANE Select,NM_015322.5,ENST00000306917.5,ENSP00000307298.4
NCBIProtein:NP_005726,Protein,beta-centractin,NCBI:RefSeq,NP_005726.1,376,RefSeq,MANE Select,NM_005735.4,ENST00000289228.7,ENSP00000289228.5
NCBIProtein:NP_005727,Protein,alpha-centractin,NCBI:RefSeq,NP_005727.1,376,RefSeq,MANE Select,NM_005736.4,ENST00000369905.9,ENSP00000358921.4
NCBIProtein:NP_001269360,Protein,ADP-ribosylation factor-like protein 4C isoform 1,NCBI:RefSeq,NP_001269360.1,201,RefSeq,MANE Select,NM_001282431.2,ENST00000339728.6,ENSP00000339754.3
NCBIProtein:NP_005730,Protein,RAS guanyl-releasing protein 1 isoform a,NCBI:RefSeq,NP_005730.2,797,RefSeq,MANE Select,NM_005739.4,ENST00000310803.10,ENSP00000310244.5
NCBIProtein:NP_573566,Protein,"leucine-rich PPR motif-containing protein, mitochondrial precursor",NCBI:RefSeq,NP_573566.2,1394,RefSeq,MANE Select,NM_133259.4,ENST00000260665.12,ENSP00000260665.7
NCBIProtein:NP_057376,Protein,"heat shock protein 75 kDa, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_057376.2,704,RefSeq,MANE Select,NM_016292.3,ENST00000246957.10,ENSP00000246957.5
NCBIProtein:NP_001243376,Protein,B-cell receptor-associated protein 31 isoform b,NCBI:RefSeq,NP_001243376.1,246,RefSeq,MANE Select,NM_001256447.2,ENST00000345046.12,ENSP00000343458.6
NCBIProtein:NP_005737,Protein,nicotinamide phosphoribosyltransferase precursor,NCBI:RefSeq,NP_005737.1,491,RefSeq,MANE Select,NM_005746.3,ENST00000222553.8,ENSP00000222553.3
NCBIProtein:NP_005743,Protein,C-type lectin domain family 3 member A precursor,NCBI:RefSeq,NP_005743.5,197,RefSeq,MANE Select,NM_005752.6,ENST00000299642.10,ENSP00000299642.5
NCBIProtein:NP_005745,Protein,ras GTPase-activating protein-binding protein 1,NCBI:RefSeq,NP_005745.1,466,RefSeq,MANE Select,NM_005754.3,ENST00000356245.8,ENSP00000348578.3
NCBIProtein:NP_005753,Protein,transcription intermediary factor 1-beta,NCBI:RefSeq,NP_005753.1,835,RefSeq,MANE Select,NM_005762.3,ENST00000253024.10,ENSP00000253024.4
NCBIProtein:NP_008920,Protein,ras GTPase-activating protein 4 isoform 1,NCBI:RefSeq,NP_008920.5,803,RefSeq,MANE Select,NM_006989.6,ENST00000262940.12,ENSP00000262940.8
NCBIProtein:NP_005754,Protein,"alpha-aminoadipic semialdehyde synthase, mitochondrial",NCBI:RefSeq,NP_005754.2,926,RefSeq,MANE Select,NM_005763.4,ENST00000417368.7,ENSP00000403768.2
NCBIProtein:NP_005755,Protein,PDZK1-interacting protein 1 precursor,NCBI:RefSeq,NP_005755.1,114,RefSeq,MANE Select,NM_005764.4,ENST00000294338.7,ENSP00000294338.2
NCBIProtein:NP_005759,Protein,lysophospholipid acyltransferase 5,NCBI:RefSeq,NP_005759.4,487,RefSeq,MANE Select,NM_005768.6,ENST00000261407.9,ENSP00000261407.4
NCBIProtein:NP_001159867,Protein,carbohydrate sulfotransferase 4,NCBI:RefSeq,NP_001159867.1,386,RefSeq,MANE Select,NM_001166395.2,ENST00000539698.4,ENSP00000441204.3
NCBIProtein:NP_055067,Protein,mitochondrial ornithine transporter 1,NCBI:RefSeq,NP_055067.1,301,RefSeq,MANE Select,NM_014252.4,ENST00000338625.9,ENSP00000342267.4
NCBIProtein:NP_001363853,Protein,dehydrogenase/reductase SDR family member 9 isoform 1,NCBI:RefSeq,NP_001363853.1,319,RefSeq,MANE Select,NM_001376924.1,ENST00000674881.1,ENSP00000502399.1
NCBIProtein:NP_001369202,Protein,activated CDC42 kinase 1 isoform 6,NCBI:RefSeq,NP_001369202.1,1055,RefSeq,MANE Select,NM_001382273.1,ENST00000672887.2,ENSP00000499899.1
NCBIProtein:NP_005776,Protein,E3 ubiquitin-protein ligase NRDP1 isoform 1,NCBI:RefSeq,NP_005776.1,317,RefSeq,MANE Select,NM_005785.4,ENST00000345093.9,ENSP00000342755.4
NCBIProtein:NP_005780,Protein,proteasome activator complex subunit 3 isoform 1,NCBI:RefSeq,NP_005780.2,254,RefSeq,MANE Select,NM_005789.4,ENST00000590720.6,ENSP00000466794.1
NCBIProtein:NP_001295355,Protein,"nucleoside diphosphate kinase 6, mitochondrial isoform 2",NCBI:RefSeq,NP_001295355.1,186,RefSeq,MANE Select,NM_001308426.2,ENST00000442597.6,ENSP00000406642.1
NCBIProtein:NP_005785,Protein,"dehydrogenase/reductase SDR family member 2, mitochondrial isoform 2",NCBI:RefSeq,NP_005785.1,280,RefSeq,MANE Select,NM_005794.4,ENST00000250383.11,ENSP00000250383.7
NCBIProtein:NP_998755,Protein,E3 ubiquitin-protein ligase TRIM13 isoform 1,NCBI:RefSeq,NP_998755.1,407,RefSeq,MANE Select,NM_213590.3,ENST00000378182.4,ENSP00000367424.3
NCBIProtein:NP_005792,Protein,eukaryotic translation initiation factor 1,NCBI:RefSeq,NP_005792.1,113,RefSeq,MANE Select,NM_005801.4,ENST00000469257.2,ENSP00000419449.1
NCBIProtein:NP_005793,Protein,E3 ubiquitin-protein ligase Topors isoform 1,NCBI:RefSeq,NP_005793.2,1045,RefSeq,MANE Select,NM_005802.5,ENST00000360538.7,ENSP00000353735.2
NCBIProtein:NP_005795,Protein,ATP-dependent RNA helicase DDX39A,NCBI:RefSeq,NP_005795.2,427,RefSeq,MANE Select,NM_005804.4,ENST00000242776.9,ENSP00000242776.3
NCBIProtein:NP_005796,Protein,ubiquitin C-terminal hydrolase PSMD14,NCBI:RefSeq,NP_005796.1,310,RefSeq,MANE Select,NM_005805.6,ENST00000409682.8,ENSP00000386541.3
NCBIProtein:NP_005801,Protein,killer cell lectin-like receptor subfamily G member 1 isoform b,NCBI:RefSeq,NP_005801.3,189,RefSeq,MANE Select,NM_005810.4,ENST00000356986.8,ENSP00000349477.3
NCBIProtein:NP_079471,Protein,tribbles homolog 1 isoform 1,NCBI:RefSeq,NP_079471.1,372,RefSeq,MANE Select,NM_025195.4,ENST00000311922.4,ENSP00000312150.3
NCBIProtein:NP_005808,Protein,perilipin-3 isoform 1,NCBI:RefSeq,NP_005808.3,434,RefSeq,MANE Select,NM_005817.5,ENST00000221957.9,ENSP00000221957.3
NCBIProtein:NP_057222,Protein,"NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial isoform 1",NCBI:RefSeq,NP_057222.2,217,RefSeq,MANE Select,NM_016138.5,ENST00000321998.10,ENSP00000322316.5
NCBIProtein:NP_001092141,Protein,RAS guanyl-releasing protein 2 isoform a,NCBI:RefSeq,NP_001092141.1,609,RefSeq,MANE Select,NM_001098671.2,ENST00000394432.8,ENSP00000377953.3
NCBIProtein:NP_005818,Protein,solute carrier family 35 member B1 isoform 1,NCBI:RefSeq,NP_005818.3,322,RefSeq,MANE Select,NM_005827.4,ENST00000240333.12,ENSP00000240333.8
NCBIProtein:NP_005821,Protein,small ribosomal subunit protein mS31,NCBI:RefSeq,NP_005821.2,395,RefSeq,MANE Select,NM_005830.4,ENST00000323563.8,ENSP00000315397.6
NCBIProtein:NP_065857,Protein,gephyrin isoform 1,NCBI:RefSeq,NP_065857.1,769,RefSeq,MANE Select,NM_020806.5,ENST00000478722.6,ENSP00000417901.1
NCBIProtein:NP_001382427,Protein,mitochondrial import inner membrane translocase subunit Tim17-B isoform 2,NCBI:RefSeq,NP_001382427.1,172,RefSeq,MANE Select,NM_001395498.1,ENST00000696123.1,ENSP00000512416.1
NCBIProtein:NP_001273052,Protein,sodium-dependent phosphate transport protein 3 isoform a,NCBI:RefSeq,NP_001273052.1,478,RefSeq,MANE Select,NM_001286123.3,ENST00000377850.8,ENSP00000367081.3
NCBIProtein:NP_005827,Protein,2-iminobutanoate/2-iminopropanoate deaminase,NCBI:RefSeq,NP_005827.1,137,RefSeq,MANE Select,NM_005836.3,ENST00000254878.8,ENSP00000254878.3
NCBIProtein:NP_964011,Protein,glycine N-acyltransferase isoform a,NCBI:RefSeq,NP_964011.2,296,RefSeq,MANE Select,NM_201648.3,ENST00000344743.8,ENSP00000340200.3
NCBIProtein:NP_005836,Protein,ATP-binding cassette sub-family C member 4 isoform 1,NCBI:RefSeq,NP_005836.2,1325,RefSeq,MANE Select,NM_005845.5,ENST00000645237.2,ENSP00000494609.1
NCBIProtein:NP_005844,Protein,iroquois-class homeodomain protein IRX-5 isoform 1,NCBI:RefSeq,NP_005844.4,483,RefSeq,MANE Select,NM_005853.6,ENST00000394636.9,ENSP00000378132.4
NCBIProtein:NP_005846,Protein,receptor activity-modifying protein 1 isoform 1 precursor,NCBI:RefSeq,NP_005846.1,148,RefSeq,MANE Select,NM_005855.4,ENST00000254661.5,ENSP00000254661.4
NCBIProtein:NP_005852,Protein,E3 ubiquitin-protein ligase CHIP isoform a,NCBI:RefSeq,NP_005852.2,303,RefSeq,MANE Select,NM_005861.4,ENST00000219548.9,ENSP00000219548.4
NCBIProtein:NP_001099032,Protein,ubiquitin conjugation factor E4 B isoform 1,NCBI:RefSeq,NP_001099032.1,1302,RefSeq,MANE Select,NM_001105562.3,ENST00000343090.11,ENSP00000343001.6
NCBIProtein:NP_005856,Protein,thymus-specific serine protease isoform 1,NCBI:RefSeq,NP_005856.1,514,RefSeq,MANE Select,NM_005865.4,ENST00000230582.8,ENSP00000230582.3
NCBIProtein:NP_005857,Protein,sigma non-opioid intracellular receptor 1 isoform 1,NCBI:RefSeq,NP_005857.1,223,RefSeq,MANE Select,NM_005866.4,ENST00000277010.9,ENSP00000277010.4
NCBIProtein:NP_005866,Protein,eukaryotic translation initiation factor 1b,NCBI:RefSeq,NP_005866.1,113,RefSeq,MANE Select,NM_005875.3,ENST00000232905.4,ENSP00000232905.3
NCBIProtein:NP_005867,Protein,striated muscle preferentially expressed protein kinase isoform 1,NCBI:RefSeq,NP_005867.3,3267,RefSeq,MANE Select,NM_005876.5,ENST00000312358.12,ENSP00000311684.7
NCBIProtein:NP_005871,Protein,dnaJ homolog subfamily A member 2,NCBI:RefSeq,NP_005871.1,412,RefSeq,MANE Select,NM_005880.4,ENST00000317089.10,ENSP00000314030.5
NCBIProtein:NP_001017405,Protein,E3 ubiquitin-protein transferase MAEA isoform 1,NCBI:RefSeq,NP_001017405.1,396,RefSeq,MANE Select,NM_001017405.3,ENST00000303400.9,ENSP00000302830.4
NCBIProtein:NP_005874,Protein,adenomatous polyposis coli protein 2 isoform 1,NCBI:RefSeq,NP_005874.1,2303,RefSeq,MANE Select,NM_005883.3,ENST00000590469.6,ENSP00000467073.2
NCBIProtein:NP_005875,Protein,serine/threonine-protein kinase PAK 4 isoform 1,NCBI:RefSeq,NP_005875.1,591,RefSeq,MANE Select,NM_005884.5,ENST00000360442.8,ENSP00000353625.3
NCBIProtein:NP_005876,Protein,E3 ubiquitin-protein ligase MARCHF6 isoform 1,NCBI:RefSeq,NP_005876.2,910,RefSeq,MANE Select,NM_005885.4,ENST00000274140.10,ENSP00000274140.4
NCBIProtein:NP_006010,Protein,V-type proton ATPase 116 kDa subunit a 3 isoform a,NCBI:RefSeq,NP_006010.2,830,RefSeq,MANE Select,NM_006019.4,ENST00000265686.8,ENSP00000265686.3
NCBIProtein:NP_006046,Protein,glutathione S-transferase LANCL1,NCBI:RefSeq,NP_006046.1,399,RefSeq,MANE Select,NM_006055.3,ENST00000450366.7,ENSP00000393597.2
NCBIProtein:NP_001343265,Protein,"beta-1,3-galactosyltransferase 5 isoform a",NCBI:RefSeq,NP_001343265.1,310,RefSeq,MANE Select,NM_001356336.2,ENST00000684187.2,ENSP00000506797.1
NCBIProtein:NP_006049,Protein,TNFAIP3-interacting protein 1 isoform 3,NCBI:RefSeq,NP_006049.3,636,RefSeq,MANE Select,NM_006058.5,ENST00000521591.6,ENSP00000430760.1
NCBIProtein:NP_006054,Protein,kelch-like protein 41,NCBI:RefSeq,NP_006054.2,606,RefSeq,MANE Select,NM_006063.3,ENST00000284669.2,ENSP00000284669.1
NCBIProtein:NP_697021,Protein,aldo-keto reductase family 1 member A1,NCBI:RefSeq,NP_697021.1,325,RefSeq,MANE Select,NM_153326.3,ENST00000351829.9,ENSP00000312606.4
NCBIProtein:NP_055071,Protein,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",NCBI:RefSeq,NP_055071.2,372,RefSeq,MANE Select,NM_014256.4,ENST00000318683.7,ENSP00000321874.5
NCBIProtein:NP_055072,Protein,C-type lectin domain family 4 member M isoform 1,NCBI:RefSeq,NP_055072.3,399,RefSeq,MANE Select,NM_014257.5,ENST00000327325.10,ENSP00000316228.4
NCBIProtein:NP_006059,Protein,toll-like receptor 6 precursor,NCBI:RefSeq,NP_006059.2,796,RefSeq,MANE Select,NM_006068.5,ENST00000508254.6,ENSP00000424718.2
NCBIProtein:NP_006064,Protein,triadin isoform 1,NCBI:RefSeq,NP_006064.2,729,RefSeq,MANE Select,NM_006073.4,ENST00000334268.9,ENSP00000333984.5
NCBIProtein:NP_006065,Protein,E3 ubiquitin-protein ligase TRIM22 isoform 1,NCBI:RefSeq,NP_006065.2,498,RefSeq,MANE Select,NM_006074.5,ENST00000379965.8,ENSP00000369299.3
