:START_ID(KG),:END_ID(KG),:TYPE,id,relation,knowledge_level,agent_type,provided_by,source
ClinVar:VCV000840035,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000856935,MONDO:0009650,CAUSES,,,,,,
ClinVar:VCV000856935,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000857819,MONDO:0009650,CAUSES,,,,,,
ClinVar:VCV000857819,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000844609,MONDO:0009650,CAUSES,,,,,,
ClinVar:VCV000844609,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000850178,MONDO:0009650,CAUSES,,,,,,
ClinVar:VCV000850178,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000860547,MONDO:0008722,CAUSES,,,,,,
ClinVar:VCV000859045,MONDO:0013306,CAUSES,,,,,,
ClinVar:VCV000834522,MONDO:0013306,CAUSES,,,,,,
ClinVar:VCV000840755,MONDO:0012117,CAUSES,,,,,,
ClinVar:VCV000843386,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000843386,MONDO:0012552,CAUSES,,,,,,
ClinVar:VCV000854005,MONDO:0012552,CAUSES,,,,,,
ClinVar:VCV000857540,MONDO:0012552,CAUSES,,,,,,
ClinVar:VCV000841170,MONDO:0012062,CAUSES,,,,,,
ClinVar:VCV000858438,MONDO:0011888,CAUSES,,,,,,
ClinVar:VCV000853817,MONDO:0011888,CAUSES,,,,,,
ClinVar:VCV000846951,MONDO:0011888,CAUSES,,,,,,
ClinVar:VCV000847246,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000838856,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000839186,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000841677,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000858198,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000838286,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000838622,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000859419,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000852370,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000857852,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000838981,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000836149,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000836330,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000856919,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000844512,MONDO:0013644,CAUSES,,,,,,
ClinVar:VCV000847327,MONDO:0005045,CAUSES,,,,,,
ClinVar:VCV000841613,MONDO:0005045,CAUSES,,,,,,
ClinVar:VCV000863865,MONDO:0009370,CAUSES,,,,,,
ClinVar:VCV000848233,MONDO:0007495,CAUSES,,,,,,
ClinVar:VCV000848233,MONDO:0100184,CAUSES,,,,,,
ClinVar:VCV000859370,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000859370,MONDO:0014372,CAUSES,,,,,,
ClinVar:VCV000862236,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000861255,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000841359,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000854090,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000852550,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000852550,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000837809,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000837809,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000859818,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000845108,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000858879,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000858569,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000858569,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000858569,MONDO:0018445,CAUSES,,,,,,
ClinVar:VCV000847987,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000864427,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000849778,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000858162,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000851299,MONDO:0009759,CAUSES,,,,,,
ClinVar:VCV000849777,MONDO:0009759,CAUSES,,,,,,
ClinVar:VCV000854842,MONDO:0009759,CAUSES,,,,,,
ClinVar:VCV000861571,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000861571,MONDO:0029133,CAUSES,,,,,,
ClinVar:VCV000837974,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000843051,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000850654,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000845509,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000837037,MONDO:0009675,CAUSES,,,,,,
ClinVar:VCV000840152,MONDO:0016295,CAUSES,,,,,,
ClinVar:VCV000862144,MONDO:0010161,CAUSES,,,,,,
ClinVar:VCV000835407,MONDO:0008876,CAUSES,,,,,,
ClinVar:VCV000857211,MONDO:0008876,CAUSES,,,,,,
ClinVar:VCV000854209,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000854209,MONDO:0008876,CAUSES,,,,,,
ClinVar:VCV000854016,MONDO:0008876,CAUSES,,,,,,
ClinVar:VCV000846968,MONDO:0008876,CAUSES,,,,,,
ClinVar:VCV000849422,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000850653,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000864189,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000864750,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000850311,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000863276,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000835341,MONDO:0014150,CAUSES,,,,,,
ClinVar:VCV000848589,MONDO:0014344,CAUSES,,,,,,
ClinVar:VCV000835748,MONDO:0014612,CAUSES,,,,,,
ClinVar:VCV000835748,MONDO:0014600,CAUSES,,,,,,
ClinVar:VCV000857552,MONDO:0014612,CAUSES,,,,,,
ClinVar:VCV000857552,MONDO:0014600,CAUSES,,,,,,
ClinVar:VCV000838001,MONDO:0007568,CAUSES,,,,,,
ClinVar:VCV000846364,MONDO:0007568,CAUSES,,,,,,
ClinVar:VCV000838370,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000861778,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000845907,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000856308,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000839179,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000860447,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000857753,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000862428,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000842141,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000846684,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000846684,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000840610,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000839858,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000841733,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000854049,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000835710,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000835203,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000862394,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000847482,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000847337,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000838387,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000838387,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000847992,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000834197,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000851402,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000854902,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000859262,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000854514,MONDO:0010977,CAUSES,,,,,,
ClinVar:VCV000861775,MONDO:0100620,CAUSES,,,,,,
ClinVar:VCV000859141,MONDO:0800491,CAUSES,,,,,,
ClinVar:VCV000842479,MONDO:0013661,CAUSES,,,,,,
ClinVar:VCV000852537,MONDO:0013661,CAUSES,,,,,,
ClinVar:VCV000840232,MONDO:0013661,CAUSES,,,,,,
ClinVar:VCV000864433,MONDO:0013669,CAUSES,,,,,,
ClinVar:VCV000860443,MONDO:0013669,CAUSES,,,,,,
ClinVar:VCV000839675,MONDO:0013669,CAUSES,,,,,,
ClinVar:VCV000839675,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000836489,MONDO:0013669,CAUSES,,,,,,
ClinVar:VCV000851292,MONDO:0009377,CAUSES,,,,,,
ClinVar:VCV000849386,MONDO:0012407,CAUSES,,,,,,
ClinVar:VCV000852120,MONDO:0013248,CAUSES,,,,,,
ClinVar:VCV000844507,MONDO:0013248,CAUSES,,,,,,
ClinVar:VCV000839150,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000839150,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000856022,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000856022,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000856022,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000835309,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000835309,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000835309,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000848373,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000848373,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000836103,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000836103,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000836103,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000861084,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000861084,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000849354,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000849354,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000849354,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000850098,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000850098,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000851155,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000851155,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000842289,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000842289,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000842289,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000838052,MONDO:0012187,CAUSES,,,,,,
ClinVar:VCV000838052,MONDO:0016419,CAUSES,,,,,,
ClinVar:VCV000842228,MONDO:0012611,CAUSES,,,,,,
ClinVar:VCV000856509,MONDO:0012611,CAUSES,,,,,,
ClinVar:VCV000849114,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000862377,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000852961,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000840708,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000863651,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000858539,MONDO:0012075,CAUSES,,,,,,
ClinVar:VCV000861543,MONDO:0009919,CAUSES,,,,,,
ClinVar:VCV000842397,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000853645,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000849951,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000856060,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000856060,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000843641,MONDO:0005070,CAUSES,,,,,,
ClinVar:VCV000843641,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000843641,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000856299,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000856299,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000861760,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000863486,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000864318,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000839056,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000848780,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000858631,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000856171,MONDO:0957197,CAUSES,,,,,,
ClinVar:VCV000856171,MONDO:0100342,CAUSES,,,,,,
ClinVar:VCV000856171,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000856171,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000844977,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000844977,MONDO:0011098,CAUSES,,,,,,
ClinVar:VCV000851884,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000839197,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000850480,MONDO:0018875,CAUSES,,,,,,
ClinVar:VCV000836197,MONDO:0009176,CAUSES,,,,,,
ClinVar:VCV000861650,MONDO:0008764,CAUSES,,,,,,
ClinVar:VCV000861650,MONDO:0011143,CAUSES,,,,,,
ClinVar:VCV000861651,MONDO:0100453,CAUSES,,,,,,
ClinVar:VCV000861651,MONDO:0032811,CAUSES,,,,,,
ClinVar:VCV000861651,MONDO:0011143,CAUSES,,,,,,
ClinVar:VCV000861651,MONDO:0008764,CAUSES,,,,,,
ClinVar:VCV000861651,MONDO:0024539,CAUSES,,,,,,
ClinVar:VCV000851765,MONDO:0008764,CAUSES,,,,,,
ClinVar:VCV000851765,MONDO:0011143,CAUSES,,,,,,
ClinVar:VCV000864510,MONDO:0008764,CAUSES,,,,,,
ClinVar:VCV000864510,MONDO:0011143,CAUSES,,,,,,
ClinVar:VCV000862125,MONDO:0013769,CAUSES,,,,,,
ClinVar:VCV000862319,MONDO:0008031,CAUSES,,,,,,
ClinVar:VCV000863299,MONDO:0008031,CAUSES,,,,,,
ClinVar:VCV000856331,MONDO:0012316,CAUSES,,,,,,
ClinVar:VCV000852419,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000851815,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000841903,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000836290,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000836290,MONDO:0008278,CAUSES,,,,,,
ClinVar:VCV000839230,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000839230,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000839230,MONDO:0019625,CAUSES,,,,,,
ClinVar:VCV000847859,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000847859,MONDO:0008278,CAUSES,,,,,,
ClinVar:VCV000840266,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000838211,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000861042,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000844961,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000835142,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000854522,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000861178,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000855568,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000846208,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000839007,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000854412,MONDO:0013224,CAUSES,,,,,,
ClinVar:VCV000843023,MONDO:0009732,CAUSES,,,,,,
ClinVar:VCV000854646,MONDO:0012787,CAUSES,,,,,,
ClinVar:VCV000850172,MONDO:0012787,CAUSES,,,,,,
ClinVar:VCV000860325,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000843337,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000834783,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000855856,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000852943,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000845173,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000850086,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000845971,MONDO:0016862,CAUSES,,,,,,
ClinVar:VCV000855644,MONDO:0009019,CAUSES,,,,,,
ClinVar:VCV000855644,MONDO:0009015,CAUSES,,,,,,
ClinVar:VCV000855644,MONDO:0013204,CAUSES,,,,,,
ClinVar:VCV000846245,MONDO:0009319,CAUSES,,,,,,
ClinVar:VCV000835262,MONDO:0013934,CAUSES,,,,,,
ClinVar:VCV000856637,MONDO:0014718,CAUSES,,,,,,
ClinVar:VCV000848475,MONDO:0014718,CAUSES,,,,,,
ClinVar:VCV000846262,MONDO:0014076,CAUSES,,,,,,
ClinVar:VCV000846262,MONDO:0014613,CAUSES,,,,,,
ClinVar:VCV000836446,MONDO:0014076,CAUSES,,,,,,
ClinVar:VCV000836446,MONDO:0014613,CAUSES,,,,,,
ClinVar:VCV000839752,MONDO:0014076,CAUSES,,,,,,
ClinVar:VCV000839752,MONDO:0014613,CAUSES,,,,,,
ClinVar:VCV000842863,MONDO:0014076,CAUSES,,,,,,
ClinVar:VCV000842863,MONDO:0014613,CAUSES,,,,,,
ClinVar:VCV000848199,MONDO:0014233,CAUSES,,,,,,
ClinVar:VCV000848199,MONDO:0033362,CAUSES,,,,,,
ClinVar:VCV000862161,MONDO:0009666,CAUSES,,,,,,
ClinVar:VCV000834432,MONDO:0007293,CAUSES,,,,,,
ClinVar:VCV000857687,MONDO:0013500,CAUSES,,,,,,
ClinVar:VCV000835301,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000862940,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000848061,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000856245,MONDO:0013111,CAUSES,,,,,,
ClinVar:VCV000856245,MONDO:0010799,CAUSES,,,,,,
ClinVar:VCV000846443,MONDO:0010645,CAUSES,,,,,,
ClinVar:VCV000851646,MONDO:0010683,CAUSES,,,,,,
ClinVar:VCV000851448,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000863311,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000840991,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000839969,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000835571,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000839309,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000850850,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000839877,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000856285,MONDO:0010233,CAUSES,,,,,,
ClinVar:VCV000856285,MONDO:0010571,CAUSES,,,,,,
ClinVar:VCV000856285,MONDO:0015942,CAUSES,,,,,,
ClinVar:VCV000856285,MONDO:0010650,CAUSES,,,,,,
ClinVar:VCV000864458,MONDO:0010233,CAUSES,,,,,,
ClinVar:VCV000864458,MONDO:0010571,CAUSES,,,,,,
ClinVar:VCV000864458,MONDO:0015942,CAUSES,,,,,,
ClinVar:VCV000864458,MONDO:0010650,CAUSES,,,,,,
ClinVar:VCV000853726,MONDO:0010233,CAUSES,,,,,,
ClinVar:VCV000853726,MONDO:0010571,CAUSES,,,,,,
ClinVar:VCV000853726,MONDO:0015942,CAUSES,,,,,,
ClinVar:VCV000853726,MONDO:0010650,CAUSES,,,,,,
ClinVar:VCV000845520,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000857756,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000858516,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000864790,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000851918,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000852294,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000838434,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000856607,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000864502,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000835263,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000864809,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000849051,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000836051,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000839334,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000848438,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000853071,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000851846,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000847633,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000861365,MONDO:0010600,CAUSES,,,,,,
ClinVar:VCV000862779,MONDO:0010600,CAUSES,,,,,,
ClinVar:VCV000847891,MONDO:0010600,CAUSES,,,,,,
ClinVar:VCV000842892,MONDO:0010600,CAUSES,,,,,,
ClinVar:VCV000843650,MONDO:0010600,CAUSES,,,,,,
ClinVar:VCV000840206,MONDO:0010703,CAUSES,,,,,,
ClinVar:VCV000858012,MONDO:0010703,CAUSES,,,,,,
ClinVar:VCV000855426,MONDO:0010370,CAUSES,,,,,,
ClinVar:VCV000845949,MONDO:0010370,CAUSES,,,,,,
ClinVar:VCV000845949,MONDO:0026771,CAUSES,,,,,,
ClinVar:VCV000845340,MONDO:0010370,CAUSES,,,,,,
ClinVar:VCV000856638,MONDO:0010370,CAUSES,,,,,,
ClinVar:VCV000841299,MONDO:0010407,CAUSES,,,,,,
ClinVar:VCV000847375,MONDO:0010519,CAUSES,,,,,,
ClinVar:VCV000838105,MONDO:0010519,CAUSES,,,,,,
ClinVar:VCV000846390,MONDO:0010651,CAUSES,,,,,,
ClinVar:VCV000846390,MONDO:0010572,CAUSES,,,,,,
ClinVar:VCV000846390,MONDO:0010338,CAUSES,,,,,,
ClinVar:VCV000853583,MONDO:0010100,CAUSES,,,,,,
ClinVar:VCV000842142,MONDO:0010100,CAUSES,,,,,,
ClinVar:VCV000864453,MONDO:0010100,CAUSES,,,,,,
ClinVar:VCV000859738,MONDO:0011614,CAUSES,,,,,,
ClinVar:VCV000846185,MONDO:0009744,CAUSES,,,,,,
ClinVar:VCV000859211,MONDO:0009746,CAUSES,,,,,,
ClinVar:VCV000860728,MONDO:0024530,CAUSES,,,,,,
ClinVar:VCV000856717,MONDO:0016145,CAUSES,,,,,,
ClinVar:VCV000858180,MONDO:0016145,CAUSES,,,,,,
ClinVar:VCV000858180,MONDO:0015152,CAUSES,,,,,,
ClinVar:VCV000858224,MONDO:0014487,CAUSES,,,,,,
ClinVar:VCV000838828,MONDO:0010083,CAUSES,,,,,,
ClinVar:VCV000856501,MONDO:0019200,CAUSES,,,,,,
ClinVar:VCV000863192,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000863192,MONDO:0002181,CAUSES,,,,,,
ClinVar:VCV000859584,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000845456,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000851459,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000860454,MONDO:0013979,CAUSES,,,,,,
ClinVar:VCV000859925,MONDO:0007740,CAUSES,,,,,,
ClinVar:VCV000848128,MONDO:0012172,CAUSES,,,,,,
ClinVar:VCV000848128,MONDO:0012173,CAUSES,,,,,,
ClinVar:VCV000852789,MONDO:0013693,CAUSES,,,,,,
ClinVar:VCV000835700,MONDO:0010880,CAUSES,,,,,,
ClinVar:VCV000852699,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000864699,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000836956,MONDO:0009066,CAUSES,,,,,,
ClinVar:VCV000836956,MONDO:0100151,CAUSES,,,,,,
ClinVar:VCV000836956,MONDO:0009064,CAUSES,,,,,,
ClinVar:VCV000850886,MONDO:0031009,CAUSES,,,,,,
ClinVar:VCV000850886,MONDO:0100326,CAUSES,,,,,,
ClinVar:VCV000850886,MONDO:0012039,CAUSES,,,,,,
ClinVar:VCV000850886,MONDO:0030996,CAUSES,,,,,,
ClinVar:VCV000835681,MONDO:0017380,CAUSES,,,,,,
ClinVar:VCV000835681,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000842614,MONDO:0008919,CAUSES,,,,,,
ClinVar:VCV000863863,MONDO:0009650,CAUSES,,,,,,
ClinVar:VCV000863863,MONDO:0018931,CAUSES,,,,,,
ClinVar:VCV000842966,MONDO:0018544,CAUSES,,,,,,
ClinVar:VCV000840853,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000834992,MONDO:0010580,CAUSES,,,,,,
ClinVar:VCV000854953,MONDO:0012880,CAUSES,,,,,,
ClinVar:VCV000854953,MONDO:0008965,CAUSES,,,,,,
ClinVar:VCV000846620,MONDO:0007496,CAUSES,,,,,,
ClinVar:VCV000854123,MONDO:0007586,CAUSES,,,,,,
ClinVar:VCV000854164,MONDO:0016575,CAUSES,,,,,,
ClinVar:VCV000864024,MONDO:0012084,CAUSES,,,,,,
ClinVar:VCV000838369,MONDO:0005508,CAUSES,,,,,,
ClinVar:VCV000838104,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000845533,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000860135,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000847190,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000852346,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000841517,MONDO:0100216,CAUSES,,,,,,
ClinVar:VCV000841517,MONDO:0015356,CAUSES,,,,,,
ClinVar:VCV000852649,MONDO:0017198,CAUSES,,,,,,
ClinVar:VCV000852649,MONDO:0009815,CAUSES,,,,,,
ClinVar:VCV000863043,MONDO:0013199,CAUSES,,,,,,
ClinVar:VCV000840481,MONDO:0014976,CAUSES,,,,,,
ClinVar:VCV000841735,MONDO:0015229,CAUSES,,,,,,
ClinVar:VCV000841735,MONDO:0014433,CAUSES,,,,,,
ClinVar:VCV000848070,MONDO:0010161,CAUSES,,,,,,
ClinVar:VCV000861615,MONDO:0018993,CAUSES,,,,,,
ClinVar:VCV000835463,MONDO:0010645,CAUSES,,,,,,
ClinVar:VCV000837336,MONDO:0010679,CAUSES,,,,,,
ClinVar:VCV000834719,MONDO:0030006,CAUSES,,,,,,
ClinVar:VCV000866511,MONDO:0009549,CAUSES,,,,,,
ClinVar:VCV000866511,MONDO:0007932,CAUSES,,,,,,
ClinVar:VCV000866511,MONDO:0011395,CAUSES,,,,,,
ClinVar:VCV000866511,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866511,MONDO:0011137,CAUSES,,,,,,
ClinVar:VCV000867085,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866585,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866242,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866242,MONDO:0800406,CAUSES,,,,,,
ClinVar:VCV000866626,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000867009,MONDO:0005283,CAUSES,,,,,,
ClinVar:VCV000867009,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866075,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866776,MONDO:0005283,CAUSES,,,,,,
ClinVar:VCV000866776,MONDO:0019118,CAUSES,,,,,,
ClinVar:VCV000866776,MONDO:0011558,CAUSES,,,,,,
ClinVar:VCV000866284,MONDO:0019118,CAUSES,,,,,,
