id:ID(KG),:LABEL,name,xref,in_taxon,chromosome,provided_by,source,symbol,gene_type,hgnc_id,omim_ids,swiss_prot,ensembl_ids
NCBIGene:139189,Gene,diacylglycerol kinase kappa,,,X,NCBI:Gene,,DGKK,PROTEIN_CODING,,300837,,
NCBIGene:84197,Gene,protein O-mannose kinase,,,8,NCBI:Gene,,POMK,PROTEIN_CODING,,615247,,
NCBIGene:123207,Gene,chromosome 15 open reading frame 40,,,15,NCBI:Gene,,C15orf40,PROTEIN_CODING,,,,
NCBIGene:203447,Gene,Nik related kinase,,,X,NCBI:Gene,,NRK,PROTEIN_CODING,,300791,,
NCBIGene:5372,Gene,phosphomannomutase 1,,,22,NCBI:Gene,,PMM1,PROTEIN_CODING,,601786,,
NCBIGene:1497,Gene,"cystinosin, lysosomal cystine transporter",,,17,NCBI:Gene,,CTNS,PROTEIN_CODING,,606272,,
NCBIGene:4947,Gene,ornithine decarboxylase antizyme 2,,,15,NCBI:Gene,,OAZ2,PROTEIN_CODING,,604152,,
NCBIGene:516,Gene,ATP synthase membrane subunit c locus 1,,,17,NCBI:Gene,,ATP5MC1,PROTEIN_CODING,,603192,,
NCBIGene:23395,Gene,"leucyl-tRNA synthetase 2, mitochondrial",,,3,NCBI:Gene,,LARS2,PROTEIN_CODING,,604544,,
NCBIGene:9489,Gene,phosphatidylglycerophosphate synthase 1,,,17,NCBI:Gene,,PGS1,PROTEIN_CODING,,614942,,
NCBIGene:284486,Gene,thioesterase superfamily member 5,,,1,NCBI:Gene,,THEM5,PROTEIN_CODING,,615653,,
NCBIGene:10694,Gene,chaperonin containing TCP1 subunit 8,,,21,NCBI:Gene,,CCT8,PROTEIN_CODING,,617786,,
NCBIGene:10420,Gene,testis associated actin remodelling kinase 2,,,1,NCBI:Gene,,TESK2,PROTEIN_CODING,,604746,,
NCBIGene:83451,Gene,abhydrolase domain containing 11,,,7,NCBI:Gene,,ABHD11,PROTEIN_CODING,,621050,,
NCBIGene:8622,Gene,phosphodiesterase 8B,,,5,NCBI:Gene,,PDE8B,PROTEIN_CODING,,603390,,
NCBIGene:1195,Gene,CDC like kinase 1,,,2,NCBI:Gene,,CLK1,PROTEIN_CODING,,601951,,
NCBIGene:223082,Gene,zinc and ring finger 2,,,7,NCBI:Gene,,ZNRF2,PROTEIN_CODING,,612061,,
NCBIGene:55289,Gene,acyl-CoA oxidase like,,,2,NCBI:Gene,,ACOXL,PROTEIN_CODING,,621406,,
NCBIGene:26995,Gene,TruB pseudouridine synthase family member 2,,,9,NCBI:Gene,,TRUB2,PROTEIN_CODING,,610727,,
NCBIGene:8702,Gene,"beta-1,4-galactosyltransferase 4",,,3,NCBI:Gene,,B4GALT4,PROTEIN_CODING,,604015,,
NCBIGene:51652,Gene,charged multivesicular body protein 3,,,2,NCBI:Gene,,CHMP3,PROTEIN_CODING,,610052,,
NCBIGene:26301,Gene,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",,,9,NCBI:Gene,,GBGT1,PROTEIN_CODING,,606074,,
NCBIGene:91543,Gene,radical S-adenosyl methionine domain containing 2,,,2,NCBI:Gene,,RSAD2,PROTEIN_CODING,,607810,,
NCBIGene:254240,Gene,BPI fold containing family C,,,22,NCBI:Gene,,BPIFC,PROTEIN_CODING,,614109,,
NCBIGene:168400,Gene,DEAD-box helicase 53,,,X,NCBI:Gene,,DDX53,PROTEIN_CODING,,301079,,
NCBIGene:140838,Gene,N-acetylneuraminic acid phosphatase,,,20,NCBI:Gene,,NANP,PROTEIN_CODING,,610763,,
NCBIGene:64978,Gene,mitochondrial ribosomal protein L38,,,17,NCBI:Gene,,MRPL38,PROTEIN_CODING,,611844,,
NCBIGene:109,Gene,adenylate cyclase 3,,,2,NCBI:Gene,,ADCY3,PROTEIN_CODING,,600291,,
NCBIGene:11161,Gene,ergosterol biosynthesis 28 homolog,,,14,NCBI:Gene,,ERG28,PROTEIN_CODING,,604576,,
NCBIGene:8520,Gene,histone acetyltransferase 1,,,2,NCBI:Gene,,HAT1,PROTEIN_CODING,,603053,,
NCBIGene:9943,Gene,oxidative stress responsive kinase 1,,,3,NCBI:Gene,,OXSR1,PROTEIN_CODING,,604046,,
NCBIGene:8604,Gene,solute carrier family 25 member 12,,,2,NCBI:Gene,,SLC25A12,PROTEIN_CODING,,603667,,
NCBIGene:55501,Gene,carbohydrate sulfotransferase 12,,,7,NCBI:Gene,,CHST12,PROTEIN_CODING,,610129,,
NCBIGene:54940,Gene,OCIA domain containing 1,,,4,NCBI:Gene,,OCIAD1,PROTEIN_CODING,,619596,,
NCBIGene:54529,Gene,asparagine synthetase domain containing 1,,,2,NCBI:Gene,,ASNSD1,PROTEIN_CODING,,619739,,
NCBIGene:27430,Gene,methionine adenosyltransferase 2 non-catalytic beta subunit,,,5,NCBI:Gene,,MAT2B,PROTEIN_CODING,,605527,,
NCBIGene:64428,Gene,cytosolic iron-sulfur assembly component 3,,,16,NCBI:Gene,,CIAO3,PROTEIN_CODING,,611118,,
NCBIGene:2314,Gene,FLII actin remodeling protein,,,17,NCBI:Gene,,FLII,PROTEIN_CODING,,600362,,
NCBIGene:9962,Gene,solute carrier family 23 member 2,,,20,NCBI:Gene,,SLC23A2,PROTEIN_CODING,,603791,,
NCBIGene:9655,Gene,suppressor of cytokine signaling 5,,,2,NCBI:Gene,,SOCS5,PROTEIN_CODING,,607094,,
NCBIGene:51073,Gene,mitochondrial ribosomal protein L4,,,19,NCBI:Gene,,MRPL4,PROTEIN_CODING,,611823,,
NCBIGene:60528,Gene,elaC ribonuclease Z 2,,,17,NCBI:Gene,,ELAC2,PROTEIN_CODING,,605367,,
NCBIGene:2731,Gene,glycine decarboxylase,,,9,NCBI:Gene,,GLDC,PROTEIN_CODING,,238300,,
NCBIGene:6782,Gene,heat shock protein family A (Hsp70) member 13,,,21,NCBI:Gene,,HSPA13,PROTEIN_CODING,,601100,,
NCBIGene:23093,Gene,tubulin tyrosine ligase like 5,,,14,NCBI:Gene,,TTLL5,PROTEIN_CODING,,612268,,
NCBIGene:8445,Gene,dual specificity tyrosine phosphorylation regulated kinase 2,,,12,NCBI:Gene,,DYRK2,PROTEIN_CODING,,603496,,
NCBIGene:1733,Gene,iodothyronine deiodinase 1,,,1,NCBI:Gene,,DIO1,PROTEIN_CODING,,147892,,
NCBIGene:2135,Gene,exostosin like glycosyltransferase 2,,,1,NCBI:Gene,,EXTL2,PROTEIN_CODING,,602411,,
NCBIGene:283130,Gene,solute carrier family 25 member 45,,,11,NCBI:Gene,,SLC25A45,PROTEIN_CODING,,610825,,
NCBIGene:10724,Gene,O-GlcNAcase,,,10,NCBI:Gene,,OGA,PROTEIN_CODING,,604039,,
NCBIGene:10525,Gene,hypoxia up-regulated 1,,,11,NCBI:Gene,,HYOU1,PROTEIN_CODING,,601746,,
NCBIGene:50614,Gene,polypeptide N-acetylgalactosaminyltransferase 9,,,12,NCBI:Gene,,GALNT9,PROTEIN_CODING,,606251,,
NCBIGene:54997,Gene,tescalcin,,,12,NCBI:Gene,,TESC,PROTEIN_CODING,,611585,,
NCBIGene:100652748,Gene,translocase of inner mitochondrial membrane 23 homolog B,,,10,NCBI:Gene,,TIMM23B,PROTEIN_CODING,,620758,,
NCBIGene:345611,Gene,immunity related GTPase M,,,5,NCBI:Gene,,IRGM,PROTEIN_CODING,,608212,,
NCBIGene:10890,Gene,"RAB10, member RAS oncogene family",,,2,NCBI:Gene,,RAB10,PROTEIN_CODING,,612672,,
NCBIGene:2515,Gene,ADAM metallopeptidase domain 2,,,8,NCBI:Gene,,ADAM2,PROTEIN_CODING,,601533,,
NCBIGene:29103,Gene,DnaJ heat shock protein family (Hsp40) member C15,,,13,NCBI:Gene,,DNAJC15,PROTEIN_CODING,,615339,,
NCBIGene:153769,Gene,SH3 domain containing ring finger 2,,,5,NCBI:Gene,,SH3RF2,PROTEIN_CODING,,613377,,
NCBIGene:6457,Gene,"SH3 domain containing GRB2 like 3, endophilin A3",,,15,NCBI:Gene,,SH3GL3,PROTEIN_CODING,,603362,,
NCBIGene:51251,Gene,"5'-nucleotidase, cytosolic IIIA",,,7,NCBI:Gene,,NT5C3A,PROTEIN_CODING,,606224,,
NCBIGene:23654,Gene,plexin B2,,,22,NCBI:Gene,,PLXNB2,PROTEIN_CODING,,604293,,
NCBIGene:23376,Gene,UFM1 specific ligase 1,,,6,NCBI:Gene,,UFL1,PROTEIN_CODING,,613372,,
NCBIGene:8506,Gene,contactin associated protein 1,,,17,NCBI:Gene,,CNTNAP1,PROTEIN_CODING,,602346,,
NCBIGene:9256,Gene,TSPO associated protein 1,,,17,NCBI:Gene,,TSPOAP1,PROTEIN_CODING,,610764,,
NCBIGene:25778,Gene,dual serine/threonine and tyrosine protein kinase,,,1,NCBI:Gene,,DSTYK,PROTEIN_CODING,,612666,,
NCBIGene:2021,Gene,endonuclease G,,,9,NCBI:Gene,,ENDOG,PROTEIN_CODING,,600440,,
NCBIGene:7482,Gene,Wnt family member 2B,,,1,NCBI:Gene,,WNT2B,PROTEIN_CODING,,601968,,
NCBIGene:1117,Gene,chitinase 3 like 2,,,1,NCBI:Gene,,CHI3L2,PROTEIN_CODING,,601526,,
NCBIGene:8192,Gene,caseinolytic mitochondrial matrix peptidase proteolytic subunit,,,19,NCBI:Gene,,CLPP,PROTEIN_CODING,,601119,,
NCBIGene:400916,Gene,coiled-coil-helix-coiled-coil-helix domain containing 10,,,22,NCBI:Gene,,CHCHD10,PROTEIN_CODING,,615903,,
NCBIGene:2847,Gene,melanin concentrating hormone receptor 1,,,22,NCBI:Gene,,MCHR1,PROTEIN_CODING,,601751,,
NCBIGene:26035,Gene,glucuronic acid epimerase,,,15,NCBI:Gene,,GLCE,PROTEIN_CODING,,612134,,
NCBIGene:4710,Gene,NADH:ubiquinone oxidoreductase subunit B4,,,3,NCBI:Gene,,NDUFB4,PROTEIN_CODING,,603840,,
NCBIGene:25893,Gene,tripartite motif containing 58,,,1,NCBI:Gene,,TRIM58,PROTEIN_CODING,,620527,,
NCBIGene:83401,Gene,ELOVL fatty acid elongase 3,,,10,NCBI:Gene,,ELOVL3,PROTEIN_CODING,,611815,,
NCBIGene:64895,Gene,poly(A) polymerase gamma,,,2,NCBI:Gene,,PAPOLG,PROTEIN_CODING,,616865,,
NCBIGene:8739,Gene,"harakiri, BCL2 interacting protein",,,12,NCBI:Gene,,HRK,PROTEIN_CODING,,603447,,
NCBIGene:10061,Gene,ATP binding cassette subfamily F member 2,,,7,NCBI:Gene,,ABCF2,PROTEIN_CODING,,612510,,
NCBIGene:319,Gene,apolipoprotein F,,,12,NCBI:Gene,,APOF,PROTEIN_CODING,,107760,,
NCBIGene:8869,Gene,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",,,2,NCBI:Gene,,ST3GAL5,PROTEIN_CODING,,604402,,
NCBIGene:55170,Gene,protein arginine methyltransferase 6,,,1,NCBI:Gene,,PRMT6,PROTEIN_CODING,,608274,,
NCBIGene:121601,Gene,anoctamin 4,,,12,NCBI:Gene,,ANO4,PROTEIN_CODING,,610111,,
NCBIGene:135114,Gene,histidine triad nucleotide binding protein 3,,,6,NCBI:Gene,,HINT3,PROTEIN_CODING,,609998,,
NCBIGene:90293,Gene,kelch like family member 13,,,X,NCBI:Gene,,KLHL13,PROTEIN_CODING,,300655,,
NCBIGene:284656,Gene,EPH receptor A10,,,1,NCBI:Gene,,EPHA10,PROTEIN_CODING,,611123,,
NCBIGene:23545,Gene,ATPase H+ transporting V0 subunit a2,,,12,NCBI:Gene,,ATP6V0A2,PROTEIN_CODING,,611716,,
NCBIGene:219,Gene,aldehyde dehydrogenase 1 family member B1,,,9,NCBI:Gene,,ALDH1B1,PROTEIN_CODING,,100670,,
NCBIGene:79791,Gene,F-box protein 31,,,16,NCBI:Gene,,FBXO31,PROTEIN_CODING,,609102,,
NCBIGene:149628,Gene,pyrin and HIN domain family member 1,,,1,NCBI:Gene,,PYHIN1,PROTEIN_CODING,,612677,,
NCBIGene:84869,Gene,carbonyl reductase 4,,,4,NCBI:Gene,,CBR4,PROTEIN_CODING,,619394,,
NCBIGene:1349,Gene,cytochrome c oxidase subunit 7B,,,X,NCBI:Gene,,COX7B,PROTEIN_CODING,,300885,,
NCBIGene:56997,Gene,coenzyme Q8A,,,1,NCBI:Gene,,COQ8A,PROTEIN_CODING,,606980,,
NCBIGene:84938,Gene,autophagy related 4C cysteine peptidase,,,1,NCBI:Gene,,ATG4C,PROTEIN_CODING,,611339,,
NCBIGene:5641,Gene,legumain,,,14,NCBI:Gene,,LGMN,PROTEIN_CODING,,602620,,
NCBIGene:140458,Gene,ankyrin repeat and SOCS box containing 5,,,4,NCBI:Gene,,ASB5,PROTEIN_CODING,,615050,,
NCBIGene:5685,Gene,proteasome 20S subunit alpha 4,,,15,NCBI:Gene,,PSMA4,PROTEIN_CODING,,176846,,
NCBIGene:660,Gene,BMX non-receptor tyrosine kinase,,,X,NCBI:Gene,,BMX,PROTEIN_CODING,,300101,,
NCBIGene:55333,Gene,synaptojanin 2 binding protein,,,14,NCBI:Gene,,SYNJ2BP,PROTEIN_CODING,,609411,,
NCBIGene:284996,Gene,ring finger protein 149,,,2,NCBI:Gene,,RNF149,PROTEIN_CODING,,,,
NCBIGene:100130758,Gene,methyltransferase like 15 pseudogene 1,,,3,NCBI:Gene,,METTL15P1,PROTEIN_CODING,,,,
NCBIGene:51380,Gene,cysteine sulfinic acid decarboxylase,,,12,NCBI:Gene,,CSAD,PROTEIN_CODING,,616569,,
NCBIGene:971,Gene,CD72 molecule,,,9,NCBI:Gene,,CD72,PROTEIN_CODING,,107272,,
NCBIGene:100302135,Gene,microRNA 320c-1,,,18,NCBI:Gene,,MIR320C1,PROTEIN_CODING,,,,
NCBIGene:54620,Gene,F-box and leucine rich repeat protein 19,,,16,NCBI:Gene,,FBXL19,PROTEIN_CODING,,609085,,
NCBIGene:10847,Gene,Snf2 related CREBBP activator protein,,,16,NCBI:Gene,,SRCAP,PROTEIN_CODING,,611421,,
NCBIGene:54931,Gene,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",,,3,NCBI:Gene,,TRMT10C,PROTEIN_CODING,,615423,,
NCBIGene:29796,Gene,"ubiquinol-cytochrome c reductase, complex III subunit X",,,22,NCBI:Gene,,UQCR10,PROTEIN_CODING,,610843,,
NCBIGene:9380,Gene,glyoxylate and hydroxypyruvate reductase,,,9,NCBI:Gene,,GRHPR,PROTEIN_CODING,,604296,,
NCBIGene:29803,Gene,replication initiator 1,,,7,NCBI:Gene,,REPIN1,PROTEIN_CODING,,619039,,
NCBIGene:92369,Gene,splA/ryanodine receptor domain and SOCS box containing 4,,,3,NCBI:Gene,,SPSB4,PROTEIN_CODING,,611660,,
NCBIGene:5127,Gene,cyclin dependent kinase 16,,,X,NCBI:Gene,,CDK16,PROTEIN_CODING,,311550,,
NCBIGene:387990,Gene,translocase of outer mitochondrial membrane 20 like,,,14,NCBI:Gene,,TOMM20L,PROTEIN_CODING,,,,
NCBIGene:5774,Gene,protein tyrosine phosphatase non-receptor type 3,,,9,NCBI:Gene,,PTPN3,PROTEIN_CODING,,176877,,
NCBIGene:64411,Gene,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",,,5,NCBI:Gene,,ARAP3,PROTEIN_CODING,,606647,,
NCBIGene:7319,Gene,ubiquitin conjugating enzyme E2 A,,,X,NCBI:Gene,,UBE2A,PROTEIN_CODING,,312180,,
NCBIGene:253725,Gene,WASH complex subunit 2C,,,10,NCBI:Gene,,WASHC2C,PROTEIN_CODING,,613631,,
NCBIGene:51070,Gene,nitric oxide synthase interacting protein,,,19,NCBI:Gene,,NOSIP,PROTEIN_CODING,,616759,,
NCBIGene:91133,Gene,L3MBTL histone methyl-lysine binding protein 4,,,18,NCBI:Gene,,L3MBTL4,PROTEIN_CODING,,617135,,
NCBIGene:79048,Gene,SECIS binding protein 2,,,9,NCBI:Gene,,SECISBP2,PROTEIN_CODING,,607693,,
NCBIGene:102157402,Gene,adenylate kinase 6,,,5,NCBI:Gene,,AK6,PROTEIN_CODING,,619357,,
NCBIGene:196996,Gene,GRAM domain containing 2A,,,15,NCBI:Gene,,GRAMD2A,PROTEIN_CODING,,620181,,
NCBIGene:146310,Gene,ring finger protein 151,,,16,NCBI:Gene,,RNF151,PROTEIN_CODING,,,,
NCBIGene:5050,Gene,platelet activating factor acetylhydrolase 1b catalytic subunit 3,,,19,NCBI:Gene,,PAFAH1B3,PROTEIN_CODING,,603074,,
NCBIGene:10973,Gene,activating signal cointegrator 1 complex subunit 3,,,6,NCBI:Gene,,ASCC3,PROTEIN_CODING,,614217,,
NCBIGene:5799,Gene,protein tyrosine phosphatase receptor type N2,,,7,NCBI:Gene,,PTPRN2,PROTEIN_CODING,,601698,,
NCBIGene:65990,Gene,adenine nucleotide translocase lysine methyltransferase,,,16,NCBI:Gene,,ANTKMT,PROTEIN_CODING,,618566,,
NCBIGene:8844,Gene,kinase suppressor of ras 1,,,17,NCBI:Gene,,KSR1,PROTEIN_CODING,,601132,,
NCBIGene:285643,Gene,kinesin family member 4B,,,5,NCBI:Gene,,KIF4B,PROTEIN_CODING,,609184,,
NCBIGene:2886,Gene,growth factor receptor bound protein 7,,,17,NCBI:Gene,,GRB7,PROTEIN_CODING,,601522,,
NCBIGene:245910,Gene,defensin beta 107A,,,8,NCBI:Gene,,DEFB107A,PROTEIN_CODING,,,,
NCBIGene:51339,Gene,dishevelled binding antagonist of beta catenin 1,,,14,NCBI:Gene,,DACT1,PROTEIN_CODING,,607861,,
NCBIGene:126074,Gene,SWIM-type zinc finger 7 associated protein 1,,,19,NCBI:Gene,,SWSAP1,PROTEIN_CODING,,614536,,
NCBIGene:91646,Gene,tudor domain containing 12,,,19,NCBI:Gene,,TDRD12,PROTEIN_CODING,,,,
NCBIGene:65981,Gene,caprin family member 2,,,12,NCBI:Gene,,CAPRIN2,PROTEIN_CODING,,610375,,
NCBIGene:200172,Gene,schlafen like 1,,,1,NCBI:Gene,,SLFNL1,PROTEIN_CODING,,,,
NCBIGene:26038,Gene,chromodomain helicase DNA binding protein 5,,,1,NCBI:Gene,,CHD5,PROTEIN_CODING,,610771,,
NCBIGene:594855,Gene,complexin 3,,,15,NCBI:Gene,,CPLX3,PROTEIN_CODING,,609585,,
NCBIGene:343071,Gene,PRAME family member 10,,,1,NCBI:Gene,,PRAMEF10,PROTEIN_CODING,,,,
NCBIGene:575,Gene,adhesion G protein-coupled receptor B1,,,8,NCBI:Gene,,ADGRB1,PROTEIN_CODING,,602682,,
NCBIGene:5523,Gene,protein phosphatase 2 regulatory subunit B''alpha,,,3,NCBI:Gene,,PPP2R3A,PROTEIN_CODING,,604944,,
NCBIGene:956,Gene,ectonucleoside triphosphate diphosphohydrolase 3,,,3,NCBI:Gene,,ENTPD3,PROTEIN_CODING,,603161,,
NCBIGene:54886,Gene,phospholipid phosphatase related 1,,,9,NCBI:Gene,,PLPPR1,PROTEIN_CODING,,619590,,
NCBIGene:149603,Gene,ring finger protein 187,,,1,NCBI:Gene,,RNF187,PROTEIN_CODING,,613754,,
NCBIGene:728489,Gene,DNL-type zinc finger,,,9,NCBI:Gene,,DNLZ,PROTEIN_CODING,,620797,,
NCBIGene:2051,Gene,EPH receptor B6,,,7,NCBI:Gene,,EPHB6,PROTEIN_CODING,,602757,,
NCBIGene:26229,Gene,"beta-1,3-glucuronyltransferase 3",,,11,NCBI:Gene,,B3GAT3,PROTEIN_CODING,,606374,,
NCBIGene:56924,Gene,p21 (RAC1) activated kinase 6,,,15,NCBI:Gene,,PAK6,PROTEIN_CODING,,608110,,
NCBIGene:140609,Gene,NIMA related kinase 7,,,1,NCBI:Gene,,NEK7,PROTEIN_CODING,,606848,,
NCBIGene:57571,Gene,carnosine synthase 1,,,11,NCBI:Gene,,CARNS1,PROTEIN_CODING,,613368,,
NCBIGene:26224,Gene,F-box and leucine rich repeat protein 3,,,13,NCBI:Gene,,FBXL3,PROTEIN_CODING,,605653,,
NCBIGene:120796,Gene,olfactory receptor family 56 subfamily A member 1,,,11,NCBI:Gene,,OR56A1,PROTEIN_CODING,,,,
NCBIGene:10110,Gene,serum/glucocorticoid regulated kinase 2,,,20,NCBI:Gene,,SGK2,PROTEIN_CODING,,607589,,
NCBIGene:10296,Gene,"macrophage erythroblast attacher, E3 ubiquitin ligase",,,4,NCBI:Gene,,MAEA,PROTEIN_CODING,,606801,,
NCBIGene:84803,Gene,glycerol-3-phosphate acyltransferase 3,,,4,NCBI:Gene,,GPAT3,PROTEIN_CODING,,610958,,
NCBIGene:1549,Gene,cytochrome P450 family 2 subfamily A member 7,,,19,NCBI:Gene,,CYP2A7,PROTEIN_CODING,,608054,,
NCBIGene:10539,Gene,glutaredoxin 3,,,10,NCBI:Gene,,GLRX3,PROTEIN_CODING,,612754,,
NCBIGene:7555,Gene,CCHC-type zinc finger nucleic acid binding protein,,,3,NCBI:Gene,,CNBP,PROTEIN_CODING,,116955,,
NCBIGene:22925,Gene,phospholipase A2 receptor 1,,,2,NCBI:Gene,,PLA2R1,PROTEIN_CODING,,604939,,
NCBIGene:5575,Gene,protein kinase cAMP-dependent type I regulatory subunit beta,,,7,NCBI:Gene,,PRKAR1B,PROTEIN_CODING,,176911,,
NCBIGene:56953,Gene,"5',3'-nucleotidase, mitochondrial",,,17,NCBI:Gene,,NT5M,PROTEIN_CODING,,605292,,
NCBIGene:5169,Gene,ectonucleotide pyrophosphatase/phosphodiesterase 3,,,6,NCBI:Gene,,ENPP3,PROTEIN_CODING,,602182,,
NCBIGene:11181,Gene,trehalase,,,11,NCBI:Gene,,TREH,PROTEIN_CODING,,275360,,
NCBIGene:79594,Gene,mitochondrial E3 ubiquitin protein ligase 1,,,1,NCBI:Gene,,MUL1,PROTEIN_CODING,,612037,,
NCBIGene:100506540,Gene,mitochondrial sheath formation associated,,,11,NCBI:Gene,,MISFA,PROTEIN_CODING,,620764,,
NCBIGene:2173,Gene,fatty acid binding protein 7,,,6,NCBI:Gene,,FABP7,PROTEIN_CODING,,602965,,
NCBIGene:29923,Gene,hypoxia inducible lipid droplet associated,,,7,NCBI:Gene,,HILPDA,PROTEIN_CODING,,617905,,
NCBIGene:80765,Gene,StAR related lipid transfer domain containing 5,,,15,NCBI:Gene,,STARD5,PROTEIN_CODING,,607050,,
NCBIGene:278,Gene,amylase alpha 1C,,,1,NCBI:Gene,,AMY1C,PROTEIN_CODING,,104702,,
NCBIGene:7357,Gene,UDP-glucose ceramide glucosyltransferase,,,9,NCBI:Gene,,UGCG,PROTEIN_CODING,,602874,,
NCBIGene:403313,Gene,phospholipid phosphatase 6,,,9,NCBI:Gene,,PLPP6,PROTEIN_CODING,,611666,,
NCBIGene:287,Gene,ankyrin 2,,,4,NCBI:Gene,,ANK2,PROTEIN_CODING,,106410,,
NCBIGene:6713,Gene,squalene epoxidase,,,8,NCBI:Gene,,SQLE,PROTEIN_CODING,,602019,,
NCBIGene:3833,Gene,kinesin family member C1,,,6,NCBI:Gene,,KIFC1,PROTEIN_CODING,,603763,,
NCBIGene:27252,Gene,kelch like family member 20,,,1,NCBI:Gene,,KLHL20,PROTEIN_CODING,,617679,,
NCBIGene:160851,Gene,diacylglycerol kinase eta,,,13,NCBI:Gene,,DGKH,PROTEIN_CODING,,604071,,
NCBIGene:55584,Gene,cholinergic receptor nicotinic alpha 9 subunit,,,4,NCBI:Gene,,CHRNA9,PROTEIN_CODING,,605116,,
NCBIGene:9616,Gene,ring finger protein 7,,,3,NCBI:Gene,,RNF7,PROTEIN_CODING,,603863,,
NCBIGene:342979,Gene,paralemmin 3,,,19,NCBI:Gene,,PALM3,PROTEIN_CODING,,621051,,
NCBIGene:51250,Gene,mitochondrial transcription rescue factor 1,,,6,NCBI:Gene,,MTRES1,PROTEIN_CODING,,618583,,
NCBIGene:118487,Gene,coiled-coil-helix-coiled-coil-helix domain containing 1,,,10,NCBI:Gene,,CHCHD1,PROTEIN_CODING,,608842,,
NCBIGene:2583,Gene,"beta-1,4-N-acetyl-galactosaminyltransferase 1",,,12,NCBI:Gene,,B4GALNT1,PROTEIN_CODING,,601873,,
NCBIGene:53947,Gene,"alpha 1,4-galactosyltransferase (P1PK blood group)",,,22,NCBI:Gene,,A4GALT,PROTEIN_CODING,,607922,,
NCBIGene:55101,Gene,distal membrane arm assembly component 2,,,19,NCBI:Gene,,DMAC2,PROTEIN_CODING,,617262,,
NCBIGene:6400,Gene,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,,,14,NCBI:Gene,,SEL1L,PROTEIN_CODING,,602329,,
NCBIGene:100505876,Gene,CEBPZ opposite strand,,,2,NCBI:Gene,,CEBPZOS,PROTEIN_CODING,,,,
NCBIGene:219285,Gene,sterile alpha motif domain containing 9 like,,,7,NCBI:Gene,,SAMD9L,PROTEIN_CODING,,611170,,
NCBIGene:84643,Gene,kinesin family member 2B,,,17,NCBI:Gene,,KIF2B,PROTEIN_CODING,,615142,,
NCBIGene:390058,Gene,olfactory receptor family 51 subfamily B member 6,,,11,NCBI:Gene,,OR51B6,PROTEIN_CODING,,,,
NCBIGene:4826,Gene,neuronatin,,,20,NCBI:Gene,,NNAT,PROTEIN_CODING,,603106,,
NCBIGene:10188,Gene,tyrosine kinase non receptor 2,,,3,NCBI:Gene,,TNK2,PROTEIN_CODING,,606994,,
NCBIGene:55218,Gene,exonuclease 3'-5' domain containing 2,,,14,NCBI:Gene,,EXD2,PROTEIN_CODING,,616940,,
NCBIGene:387787,Gene,lipoyl(octanoyl) transferase 2,,,11,NCBI:Gene,,LIPT2,PROTEIN_CODING,,617659,,
NCBIGene:1326,Gene,mitogen-activated protein kinase kinase kinase 8,,,10,NCBI:Gene,,MAP3K8,PROTEIN_CODING,,191195,,
NCBIGene:8892,Gene,eukaryotic translation initiation factor 2B subunit beta,,,14,NCBI:Gene,,EIF2B2,PROTEIN_CODING,,606454,,
NCBIGene:6742,Gene,single stranded DNA binding protein 1,,,7,NCBI:Gene,,SSBP1,PROTEIN_CODING,,600439,,
NCBIGene:57696,Gene,DEAD-box helicase 55,,,12,NCBI:Gene,,DDX55,PROTEIN_CODING,,620176,,
NCBIGene:79763,Gene,isochorismatase domain containing 2,,,19,NCBI:Gene,,ISOC2,PROTEIN_CODING,,612928,,
NCBIGene:283951,Gene,ubiquinol-cytochrome c reductase complex assembly factor 4,,,16,NCBI:Gene,,UQCC4,PROTEIN_CODING,,620578,,
NCBIGene:115861,Gene,nucleoredoxin like 1,,,19,NCBI:Gene,,NXNL1,PROTEIN_CODING,,608791,,
NCBIGene:3823,Gene,killer cell lectin like receptor C3,,,12,NCBI:Gene,,KLRC3,PROTEIN_CODING,,602892,,
NCBIGene:25948,Gene,kelch repeat and BTB domain containing 2,,,7,NCBI:Gene,,KBTBD2,PROTEIN_CODING,,619393,,
NCBIGene:3158,Gene,3-hydroxy-3-methylglutaryl-CoA synthase 2,,,1,NCBI:Gene,,HMGCS2,PROTEIN_CODING,,600234,,
NCBIGene:53905,Gene,dual oxidase 1,,,15,NCBI:Gene,,DUOX1,PROTEIN_CODING,,606758,,
NCBIGene:10394,Gene,"proteoglycan 3, pro eosinophil major basic protein 2",,,11,NCBI:Gene,,PRG3,PROTEIN_CODING,,606814,,
NCBIGene:51657,Gene,serine/threonine/tyrosine interacting like 1,,,7,NCBI:Gene,,STYXL1,PROTEIN_CODING,,616695,,
NCBIGene:54958,Gene,transmembrane protein 160,,,19,NCBI:Gene,,TMEM160,PROTEIN_CODING,,620258,,
NCBIGene:64421,Gene,DNA cross-link repair 1C,,,10,NCBI:Gene,,DCLRE1C,PROTEIN_CODING,,605988,,
